date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:38:52	1699/1699	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Dec%202015%2002:38:51%20GMT	http://bootstraplovers.com/robots.txt		(from )
21:38:52	33440/33440	---M--	200	added ('OK')	text/html	etag:%224cc1da6-82a0-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/index.html	(from )
21:38:54	122540/122540	---M--	200	added ('OK')	text/css	etag:%224cc00db-1deac-518aab690c080%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/bootstrap/css/bootstrap.min.css	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/bootstrap/css/bootstrap.min.css	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:38:55	57193/57193	---M--	200	added ('OK')	text/css	etag:%224cc0107-df69-517f7d8032900%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/icons/css/ionicons.css	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/icons/css/ionicons.css	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:38:56	38596/38596	---M--	200	added ('OK')	text/css	etag:%224cc0103-96c4-5232ae0858a80%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/css/style.css	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/css/style.css	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:38:58	5205/5205	---M--	200	added ('OK')	text/css	etag:%224cc0100-1455-517f7d137a880%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/css/flexslider.css	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/css/flexslider.css	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:38:59	57094/57094	---M--	200	added ('OK')	text/css	etag:%224cc00ff-df06-517f7d1562d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/css/animate.css	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/css/animate.css	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:38:59	33440/33440	---M--	200	added ('OK')	text/html	etag:%224cc1da6-82a0-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/index.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/index-2.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:01	2029/2029	---M--	200	added ('OK')	image/png	etag:%224cc0121-7ed-517f7d48e2680%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/img/logo-dark.png	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/img/logo-dark.png	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:01	46266/46266	---M--	200	added ('OK')	text/html	etag:%224cc1da5-b4ba-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/home-master.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/home-master.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:02	34891/34891	---M--	200	added ('OK')	text/html	etag:%224cc1da3-884b-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/home-animation.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/home-animation.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:04	31652/31652	---M--	200	added ('OK')	text/html	etag:%224cc1da4-7ba4-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/home-boxed.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/home-boxed.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:05	24706/24706	---M--	200	added ('OK')	text/html	etag:%224cc1db1-6082-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/portfolio.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/portfolio.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:05	22538/22538	---M--	200	added ('OK')	text/html	etag:%224cc1daf-580a-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/portfolio-masonry.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/portfolio-masonry.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:06	24834/24834	---M--	200	added ('OK')	text/html	etag:%224cc1dae-6102-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/portfolio-full.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/portfolio-full.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:07	24813/24813	---M--	200	added ('OK')	text/html	etag:%224cc1dad-60ed-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/portfolio-full-boxed.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/portfolio-full-boxed.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:08	18529/18529	---M--	200	added ('OK')	text/html	etag:%224cc1db0-4861-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/portfolio-single.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/portfolio-single.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:08	22498/22498	---M--	200	added ('OK')	text/html	etag:%224cc1d9b-57e2-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/blog-full.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/blog-full.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:09	26908/26908	---M--	200	added ('OK')	text/html	etag:%224cc1d9e-691c-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/blog-sidebar.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/blog-sidebar.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:10	26383/26383	---M--	200	added ('OK')	text/html	etag:%224cc1d9c-670f-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/blog-masonry.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/blog-masonry.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:10	25541/25541	---M--	200	added ('OK')	text/html	etag:%224cc1d9d-63c5-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/blog-post.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/blog-post.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:11	20130/20130	---M--	200	added ('OK')	text/html	etag:%224cc1db6-4ea2-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/typography.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/typography.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:12	35061/35061	---M--	200	added ('OK')	text/html	etag:%224cc1db4-88f5-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/shortcodes.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/shortcodes.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:13	29233/29233	---M--	200	added ('OK')	text/html	etag:%224cc1db2-7231-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/pricing.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/pricing.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:14	31901/31901	---M--	200	added ('OK')	text/html	etag:%224cc1da2-7c9d-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/footer-option.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/footer-option.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:14	30064/30064	---M--	200	added ('OK')	text/html	etag:%224cc00d2-7570-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/about.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/about.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:16	20132/20132	---M--	200	added ('OK')	text/html	etag:%224cc1da0-4ea4-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/contact.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/contact.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:16	20681/20681	---M--	200	added ('OK')	text/html	etag:%224cc1db3-50c9-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/services.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/services.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:17	25574/25574	---M--	200	added ('OK')	text/html	etag:%224cc1da8-63e6-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/our-team.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/our-team.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:18	16485/16485	---M--	200	added ('OK')	text/html	etag:%224cc1da7-4065-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/login.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/login.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:19	16879/16879	---M--	200	added ('OK')	text/html	etag:%224cc1db5-41ef-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/signup.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/signup.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:19	18033/18033	---M--	200	added ('OK')	text/html	etag:%224cc1daa-4671-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/page-fullwidth.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/page-fullwidth.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:20	22469/22469	---M--	200	added ('OK')	text/html	etag:%224cc1dab-57c5-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/page-leftbar.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/page-leftbar.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:20	22491/22491	---M--	200	added ('OK')	text/html	etag:%224cc1dac-57db-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/page-rightbar.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/page-rightbar.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:21	24164/24164	---M--	200	added ('OK')	text/html	etag:%224cc1da1-5e64-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/faqs.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/faqs.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:22	15787/15787	---M--	200	added ('OK')	text/html	etag:%224cc1da9-3dab-52322c8c88d00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/page-error.html	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/page-error.html	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:39:46	140582/140582	---M--	200	added ('OK')	image/jpeg	etag:%224cc1951-22526-517f7dc6c4f80%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/img/work/work-1.jpg	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/img/work/work-1.jpg	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:40:12	323278/323278	---M--	200	added ('OK')	image/jpeg	etag:%224cc011a-4eece-517f7d39a0280%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/img/img-1.jpg	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/img/img-1.jpg	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:40:13	168718/168718	---M--	200	added ('OK')	image/jpeg	etag:%224cc1952-2930e-517f7dc6c4f80%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/img/work/work-2.jpg	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/img/work/work-2.jpg	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:40:17	336341/336341	---M--	200	added ('OK')	image/jpeg	etag:%224cc011c-521d5-517f7d3f59000%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/img/img-3.jpg	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/img/img-3.jpg	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:40:29	94365/94365	---M--	200	added ('OK')	image/jpeg	etag:%224cc1971-1709d-517f7dca95880%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/img/work/work-4.jpg	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/img/work/work-4.jpg	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:40:34	101255/101255	---M--	200	added ('OK')	image/jpeg	etag:%224cc1972-18b87-517f7dcc7dd00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/img/work/work-5.jpg	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/img/work/work-5.jpg	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:40:40	170875/170875	---M--	200	added ('OK')	image/jpeg	etag:%224cc1953-29b7b-517f7dca95880%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/img/work/work-3.jpg	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/img/work/work-3.jpg	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:40:48	535382/535382	---M--	200	added ('OK')	image/jpeg	etag:%224cc011b-82b56-517f7d3d70b80%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/img/img-2.jpg	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/img/img-2.jpg	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:40:48	117585/117585	---M--	200	added ('OK')	image/jpeg	etag:%224cc1979-1cb51-517f7dcc7dd00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/img/work/work-6.jpg	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/img/work/work-6.jpg	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:40:51	70493/70493	---M--	200	added ('OK')	image/jpeg	etag:%224cc0115-1135d-517f7d8ba4400%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/img/blog/blog-1.jpg	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/img/blog/blog-1.jpg	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:40:52	2014/2014	---M--	200	added ('OK')	image/png	etag:%224cc0122-7de-517f7d48e2680%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/img/logo-white.png	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/img/logo-white.png	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:40:59	66263/66263	---M--	200	added ('OK')	image/jpeg	etag:%224cc0116-102d7-517f7d8ba4400%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/img/blog/blog-2.jpg	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/img/blog/blog-2.jpg	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:41:01	8215/8215	---M--	200	added ('OK')	application/javascript	etag:%224cc1a00-2017-517f7d5a0cf00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/js/modernizr.custom.97074.js	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/js/modernizr.custom.97074.js	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:41:07	36816/36816	---M--	200	added ('OK')	application/javascript	etag:%224cc00fc-8fd0-518aab690c080%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/bootstrap/js/bootstrap.min.js	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/bootstrap/js/bootstrap.min.js	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:41:07	95956/95956	---M--	200	added ('OK')	application/javascript	etag:%224cc19dc-176d4-51f3d8e64f380%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/js/jquery.min.js	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/js/jquery.min.js	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:41:08	7044/7044	---M--	200	added ('OK')	application/javascript	etag:%224cc19c7-1b84-517f7d5454180%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/js/jquery.easing.1.3.min.js	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/js/jquery.easing.1.3.min.js	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:41:09	1467/1467	---M--	200	added ('OK')	application/javascript	etag:%224cc19b5-5bb-517f7d4e9b400%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/js/bootstrap-hover-dropdown.min.js	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/js/bootstrap-hover-dropdown.min.js	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:41:09	7199/7199	---M--	200	added ('OK')	application/javascript	etag:%224cc19c5-1c1f-51f3617d3ba00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/js/jquery-migrate-1.2.1.min.js	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/js/jquery-migrate-1.2.1.min.js	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
21:41:09	2161/2161	---M--	200	added ('OK')	application/javascript	etag:%224cc19de-871-51f35eddd8a00%22	http://bootstraplovers.com/templates/bizwrap-v1.6/assets/js/jquery.placeholder.min.js	/Users/alfance/websites/DME_V1/bootstraplovers.com/templates/bizwrap-v1.6/assets/js/jquery.placeholder.min.js	(from http://bootstraplovers.com/templates/bizwrap-v1.6/)
